"","review_id","pseudo_author_id","author_name","review_text","review_rating","review_likes","author_app_version","review_timestamp"
0,"14a011a8-7544-47b4-8480-c502af0ac26f","152618553977019693742","A Google user","Use it every day",5,1,"1.1.0.91","2014-05-27 14:21:48"
1,"bfa8876b-470e-4640-83a7-77427f7f37e8","234382942865437071667","A Google user","I enjoy the awesome UI of this app, and it has all the music one can ask for.",5,4,"1.1.0.91","2014-05-27 14:36:02"
2,"70e8252f-058a-47d9-b066-df9e1571c970","174473604608358796368","A Google user","Love it! Especially the new design!",5,2,"1.1.0.91","2014-05-27 14:40:01"
3,"672a155a-e81e-4d28-bdeb-a74c031bc072","286593453219054880269","A Google user","Awesome UI, best music app out there!",5,1,"1.1.0.91","2014-05-27 15:17:20"
4,"bbc1bf95-ed36-41a1-8b98-0f2e314caea5","167276875678680630145","A Google user","As a professional Android developer I'm glad to see the Spotify team taking security seriously. They made switching packages as painless as possible given the situation.",5,10,"1.1.0.91","2014-05-27 15:26:48"
5,"eac4e85c-2e13-4626-9072-5e190a285cb5","279544562364680964711","A Google user","If I had to put a $ amount on how much I would have spent without Spotify, I'd say I listen to $100, worth of music a month so at $10 the app is totally worth it!",5,4,"1.1.0.91","2014-05-27 15:34:29"
6,"b4aeeff2-5a4e-40d3-b0fa-7af1b46ab9dc","194594231700116278497","A Google user","Connection breaks all the time in some areas",3,0,"1.1.0.91","2014-05-27 15:47:39"
7,"e1f1e576-ecad-4771-9d02-ba2ec267e96f","299572542228213240681","A Google user","Good",5,0,"1.1.0.91","2014-05-27 16:34:39"
8,"5483e616-2c00-4c3e-8566-59b32a91b67f","283295985056957279128","A Google user","Easy to search and discover new music and also fast enough to not give you a headache.  I can't complain",5,2,"1.1.0.91","2014-05-27 16:42:06"
9,"6d21fbe5-d16e-4859-832f-eac9998d36c3","165673340173097386145","A Google user","All you need for a music fan!",5,0,"1.1.0.91","2014-05-27 17:13:24"
10,"b053effe-b8d9-46d0-b091-dc2dc07ff198","127033569775925766240","A Google user","Blir bara bättre och bättre!",4,0,"1.1.0.112","2014-05-27 17:44:57"
11,"46c57b75-996f-4c31-97e3-74e72ec71ae4","212999297161928035344","A Google user","Awe..Sum!!!",5,0,"1.1.0.112","2014-05-27 17:58:20"
12,"6a9bbc61-75e2-4ce2-a092-62e74cfda8eb","137463903206137863639","A Google user","After updating to latest version I've got to download ALL my offline playlists AGAIN?",1,4,"1.1.0.112","2014-05-27 18:16:30"
13,"7ded6bd3-37a2-4283-bf22-10286a70f71b","199796654142891370101","A Google user","Excellent music app",4,1,"1.1.0.112","2014-05-27 18:40:42"
14,"745d3c8a-3f40-4409-943c-432feacfaa47","274473094164728214013","A Google user","Only music service I use keep the updates coming.",5,0,"1.1.0.112","2014-05-27 18:41:58"
15,"622e99e0-5087-4c8d-8b89-77b61bcf19d8","245558048576106378926","A Google user","Cant really fault does exactly as it says",5,0,"1.1.0.112","2014-05-27 18:58:30"
16,"a1a2bc2d-5a1d-4e0b-b537-5a121d9f1900","309311568919088461017","A Google user","Fun!!",5,0,"1.1.0.112","2014-05-27 19:04:05"
17,"ffdcd673-7672-4a6c-b384-1567c53f613e","247780648024588654686","A Google user","Great",5,0,"1.1.0.112","2014-05-27 19:05:07"
18,"7b223bf8-37c3-4288-a00a-612c378e73f3","280801446286338954051","A Google user","lol 😁",5,0,"1.1.0.112","2014-05-27 19:38:57"
19,"2ed0f8a3-a3ba-4f13-a6f8-6b6769aa0943","255348982226807562017","A Google user","This is a great way to listen to ur favourate music I eould recomend this completly",4,0,"1.1.0.112","2014-05-27 19:50:26"
20,"808304bc-bb63-41a0-b38a-34fa80f68c4c","229776017228574715821","A Google user","Works really well I was impressed. Keep it up guys .",5,0,"1.1.0.112","2014-05-27 19:57:04"
21,"5f2ab37a-3146-431a-91ce-e277acac456f","758327072390631430506","A Google user","I love the variety of music they have",5,0,"1.1.0.112","2014-05-27 19:59:10"
22,"32b560eb-2ef4-4739-9471-7a9b79a03d5e","147109052858520739881","A Google user","Best eva",5,0,"1.1.0.112","2014-05-27 20:07:52"
23,"47e8862e-6e01-4e04-8c06-db6c19e510ae","174252612480944672259","A Google user","Nice job Spotify.  Rather then update existing app, you put a new one out so all offline playlists must be downloaded.  Ugh!",1,38,"1.1.0.112","2014-05-27 20:08:27"
24,"5eeba948-33bd-4f3f-afef-8c2a38dd6520","299495127077929387388","A Google user","Just that",5,0,"1.1.0.112","2014-05-27 20:08:27"
25,"b482d29e-0b63-47b4-9649-9cce7a33b868","198167260261246107971","A Google user","Its the best app ever!!! n I nvr have 2 deal with Pandora ever again. All music n playlists in 1 app.",5,0,"1.1.0.112","2014-05-27 20:11:32"
26,"e597c1fb-1fad-4da1-a36e-14a21d8640fc","123024188648331860944","A Google user","Great source for music with surprising titles",5,0,"1.1.0.112","2014-05-27 20:31:44"
27,"414fcb8d-28ca-4e24-b64c-f46fb69dbe77","320590459779080443325","A Google user","This app is awesome I can get new songs like in 3 seconds and I have all tje songs in the world",5,3,"1.1.0.112","2014-05-27 20:39:41"
28,"42b5f43b-226b-4154-8d03-bfe2bb20ae65","128697463160955684928","A Google user","Bleddy ansum app!",5,0,"1.1.0.112","2014-05-27 20:41:52"
29,"f4fa80a7-50d8-4397-bee3-aa8f88d56928","742126101122511320629","A Google user","Cool",5,0,"1.1.0.112","2014-05-27 21:00:45"
30,"2d3b4ce0-72bd-45be-b3bd-c3ea83a78d56","396342108526536561097","A Google user","Very good i love spotify",5,0,"1.1.0.112","2014-05-27 21:01:56"
31,"0bf2aab3-ef8d-4864-a9ce-45d131f117e0","162506258530826722907","A Google user","Wish it wouldn't shut off",5,0,"1.1.0.112","2014-05-27 21:03:17"
32,"824fc743-547b-4bad-a464-be0d7daacbff","186598094527032237436","A Google user","Fantastic app. Great music.",5,0,"1.1.0.112","2014-05-27 21:06:30"
33,"bab0258e-5305-4305-b667-7b5ec33f1e46","123438974311909220268","A Google user","But I keep hearing ads that are boring and I use headphones.",5,0,"1.1.0.112","2014-05-27 21:10:40"
34,"a06c93a6-09d8-4e65-87cd-1272fc8c6f4d","172012986360579053420","A Google user","Great app. New music Old music. Downloaded music. Much better than Pandora. I'm in Paris now with a small speaker and music!",5,0,"1.1.0.112","2014-05-27 21:15:42"
35,"faf0e767-939d-4d5d-9dfc-61036deb1aa4","152160441237842490382","A Google user","Love listening to the music ive not heard in years",5,0,"1.1.0.112","2014-05-27 21:19:48"
36,"677eed1c-66fe-4dc3-800b-9785ad000d11","984250098258029051543","A Google user","I love you spotify✌",5,0,"1.1.0.112","2014-05-27 21:22:48"
37,"76a43639-90e5-4025-bee9-d784c0f1274b","197905111363462089094","A Google user","Hood app Store and share your thoughts and ideas on the site and your own review of the year and the other day and night and I am a little too late to get the latest news and information on the site and your own review of the year and the other day and night and you could get it on your site is down and I can w I think the last two weeks of August to you soon and then click the image",5,0,"1.1.0.112","2014-05-27 21:31:16"
38,"8904d0a1-380c-4178-8f6d-be1db968186d","192505946467958202869","A Google user","Love it",5,0,"1.1.0.112","2014-05-27 21:32:17"
39,"336cc3c1-a82c-4985-a933-66e0a85d26a6","280249632916005875847","A Google user","Cool",5,0,"1.1.0.112","2014-05-27 21:36:06"
40,"e6d7d738-df89-4466-9508-c7cccfa2b4cc","328096865448174578762","A Google user","So much better than Pandora. And better than Iheart Radio too.",5,0,"1.1.0.112","2014-05-27 21:36:49"
41,"370b058e-7698-4f3f-b0ce-18f7d7838462","209689903324150089636","A Google user","You force me to do an update a week after I did the last update, while I'm away and unable to do the update, and you expect more than one star? Just crap! And now I have to download all of my music again!!! What the fu@k! Not all of us have unlimited download limits or fast internet. A bloody joke!",1,2,"1.1.0.112","2014-05-27 21:46:38"
42,"dd834214-3130-4d75-ad3f-820a4b31e87d","848020116056736250714","A Google user","Very good",5,0,"1.1.0.112","2014-05-27 21:57:37"
43,"94cd215f-a86f-4361-9e1c-22c317de6f56","170555876901457740766","A Google user","On a trip and I have to re-download my playlists...",1,1,"1.1.0.112","2014-05-27 22:08:26"
44,"5d6ad42b-108e-429c-bb40-80a7cae22f74","142847331654473668974","A Google user","No words",5,0,"1.1.0.112","2014-05-27 22:09:15"
45,"46878269-48a2-454e-89eb-7128449708fd","378060020110690072929","A Google user","It is great",5,0,"1.1.0.112","2014-05-27 22:11:46"
46,"991450ca-a4fa-465e-9ce2-98acba314f00","213268480424752090163","A Google user","Waaaayyyyy better than pandora",5,0,"1.1.0.112","2014-05-27 22:17:50"
47,"bdfdaf57-acda-474e-8051-90f63a2c237c","154570196311189157323","A Google user","It's when I want to listen to a specific song that it drives me crazy.",4,0,"1.1.0.112","2014-05-27 22:18:53"
48,"f4e63586-3b96-4789-ba43-b571f90a8ea5","264385232751371829139","A Google user","Just started using this app n loving it already  Keep up the great work",4,0,"1.1.0.112","2014-05-27 22:21:41"
49,"81359460-d968-4653-8bdf-b6669c72cd05","964675850336196679227","A Google user","I love this app it has all the artists I love u can download everything even if you don't purchase the app u can still create play lists and shuffle play all ur music 100+",5,0,"1.1.0.112","2014-05-27 22:21:46"
50,"5e02b265-30fc-4aac-a403-dd93ad8beecd","205695112059686292470","A Google user","Way better than rhapsody!!!",5,0,"1.1.0.112","2014-05-27 22:22:00"
51,"917255cc-0acf-43ab-bb94-db5523d1f290","289870088086099161313","A Google user","I love it",5,1,"1.1.0.112","2014-05-27 22:33:51"
52,"c3dedfb5-710a-44b0-b8ad-e62b1c6e98c2","301706302279699923968","A Google user","Good",5,0,"1.1.0.112","2014-05-27 22:42:38"
53,"694f1815-e08f-4a46-9dc8-12a001a403bf","110474460657959211478","A Google user","Beats Pandora any day any time",5,0,"1.1.0.112","2014-05-27 22:45:43"
54,"d32572c8-bee2-4db5-834f-7277450bfde1","199015925093762611486","A Google user","Awesome app LOL",5,0,"1.1.0.112","2014-05-27 22:48:11"
55,"40e8fe50-5dc2-4bf4-bfbc-6de6de3fba00","153176984033245956577","A Google user","Why muss shuffle, can i just choose my favorite song?",1,0,"1.1.0.112","2014-05-27 22:53:04"
56,"70148c00-e197-4a42-a351-cdf442d04603","203142825750983354841","A Google user","Spotify experienced a breach in security that they believe they've addressed. This, I'd assume, new app addresses the security concern(s). Read the link   provided before rating the app with low stars for something they've clearly explained.",5,2,"1.1.0.112","2014-05-27 22:54:21"
57,"ab5cb9a2-e5cd-4021-911b-dc130f4e966a","330328296818567116196","A Google user","Repeat",5,0,"1.1.0.112","2014-05-27 22:57:59"
58,"50a3c971-9d47-4cf5-b053-f89d6b787f8b","255204718254508787526","A Google user","Malo malo malo no es lo que pense",1,0,"","2014-05-27 22:58:55"
59,"d8727496-9de9-4c5e-99a0-77a890dc9aef","862883887682440339576","A Google user","I loved Spotify when it was free and only on my pc. Now I have the premium account which is worth every penny and I love, love, love the app. I can finally have all my favourite songs and playlists in my pocket! Just amazing!!",5,12,"1.1.0.112","2014-05-27 23:01:48"
60,"f3b0a076-3c8c-447e-976c-3ccfa53a21b2","751893047154441488487","A Google user","First impressikns are thet it is faster. Will 5 star it if it kicks back in after i receive a call",4,0,"1.1.0.112","2014-05-27 23:03:22"
61,"d58011b9-3f72-42ab-8ae2-3cd652631378","865473666601165158326","A Google user","No downloaded playlists. Nice.",1,0,"1.1.0.112","2014-05-27 23:04:44"
62,"6dfad6e6-059f-433e-8df7-df439a9f1cca","192203592562790945773","A Google user","This is the best music site ever I am not lieing",5,0,"1.1.0.112","2014-05-27 23:07:59"
63,"295a3c20-6d39-4022-9f79-c111e18d6517","223876382988416147131","A Google user","Other wise not so much.",5,0,"1.1.0.112","2014-05-27 23:08:29"
64,"8f08da2d-002b-4a76-bd10-1d44b518a198","608317929563190507210","A Google user","Love it",5,0,"1.1.0.112","2014-05-27 23:13:04"
65,"f54cfb70-458a-48e3-adb2-ace93ea0b165","265919345244113159110","A Google user","Love the free music!",5,0,"1.1.0.112","2014-05-27 23:13:47"
66,"cdb574e6-f9dc-41ae-a800-ddcaab8dfc71","202174209059010145865","A Google user","use it all day every day",5,0,"1.1.0.112","2014-05-27 23:21:04"
67,"f292ffe5-5008-496e-8180-787aadcf46a0","992449512091047087080","A Google user","Spaghetti and Meatballs",1,0,"1.1.0.112","2014-05-27 23:25:57"
68,"f5511b9f-7a5b-4fce-b3a4-d6705564eaee","354135815067367809833","A Google user","I love it",5,0,"1.1.0.112","2014-05-27 23:28:38"
69,"0f80e140-66be-4a6c-9e29-fe63bb11bc5d","334936902459340114319","A Google user","Great",5,0,"1.1.0.112","2014-05-27 23:30:06"
70,"bf2f462e-4d2b-45f9-9cd6-1919a50e6572","175975112718955438621","A Google user","I love it. It has all and every song I search for .",5,0,"1.1.0.112","2014-05-27 23:35:00"
71,"0bfec1f8-6716-4bbe-a8b0-68ed4e8e403f","332344792423766218405","A Google user","Cool",5,0,"1.1.0.112","2014-05-27 23:43:55"
72,"f4af1081-690a-4310-845e-17fb655128ec","275752200593084828527","A Google user","Does business",5,0,"1.1.0.112","2014-05-27 23:45:37"
